,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6972,1050519496004647521,https://www.airbnb.com/rooms/1050519496004647521,20240928012050,2024-09-28,city scrape,Flott stor leilighet på Kjelsås,"Large apartment of 119 sqm at Kjelsås. The home maintains good standard with three bedrooms and two large living rooms, in addition to great kitchen and bathroom. The apartment has a nice view of the nearby area and a big private terrace with a lovely sunrise. <br /><br />Kjelsås is centrally located with short distance to the city while the field of hiking opportunities is a stone's throw away. In particular, Akerselva and Frysja with swimming can be mentioned, very good public transport solutions with trains, tram and bus a few minutes walk away and shops and cafe as well.","The area around the residence is quiet and safe, with a few minutes of walking to the beautiful Akerselva and Frysja. There are opportunities for swimming, volleyball, etc. Otherwise, the river can be followed all the way down to the city center. At Kjelsås there is also a rich selection of grocery stores, some cafes and restaurants. Kjelsås is also the entrance to the field, with countless hiking possibilities, summer and winter.",https://a0.muscache.com/pictures/miso/Hosting-1050519496004647521/original/740ee3ae-5756-4b3a-bec0-276f34dabb84.png,467356219,https://www.airbnb.com/users/show/467356219,Andreas,2022-07-03,"Oslo, Norway",,within a day,75%,76%,t,https://a0.muscache.com/im/pictures/user/907d917d-01f6-4ac7-b754-c23b2efc9636.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/907d917d-01f6-4ac7-b754-c23b2efc9636.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Nordre Aker, Oslo, Norway",Nordre Aker,,59.96208275672323,10.777468759439332,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,3.0,"[""Cooking basics"", ""Essentials"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Free parking on premises"", ""Lake access"", ""First aid kit"", ""Fire pit"", ""Fire extinguisher"", ""Safe"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""Booster seat high chair"", ""BBQ grill"", ""Washer"", ""Hot water"", ""Wifi"", ""Hot water kettle"", ""Private patio or balcony"", ""Baking sheet"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Beach access \u2013 Beachfront"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Shower gel"", ""Stove"", ""Shampoo""]","$1,586.00",2,365,2,2,365,365,2.0,365.0,,t,16,46,67,95,2024-09-28,13,13,0,2024-03-07,2024-08-11,4.77,4.46,4.46,5.0,5.0,4.85,4.69,,f,1,1,0,0,1.89
6976,1050716842261965497,https://www.airbnb.com/rooms/1050716842261965497,20240928012050,2024-09-28,city scrape,Apartamento moderno y acogedor en Oslo,"Beautiful and renovated apartment in quiet Majorstuen. The apartment is equipped with everything you need for a pleasant stay. Bus stop right off the building. Vigeland Park, shops and restaurants nearby.","- Marienlyst Park, located at the other end of the building. It is ideal in summer for sunbathing, sports or BBQ on public grills. Downstairs there is also a playground.<br />In winter with snow, it is used as a slide for sledding.<br /><br />- Mini golf 300m from home. Equipment can be rented.<br />- Pizzeria 260m from the apartment.<br />- Cine Colosseum, a 1,2 km.<br />- Bogstadveien, street with many shops and cafes.<br />- Vigeland Park or better known as Statue Park, 1.6 km away.<br />- Biblioteca Deichman Majorstuen, a 800m.<br />- Supermercado Joker, a 450m.",https://a0.muscache.com/pictures/hosting/Hosting-1050716842261965497/original/258d4a9f-4a7e-487d-bd87-8b8b20e4c67b.jpeg,12740574,https://www.airbnb.com/users/show/12740574,Lena,2014-03-02,"Oslo, Norway",,within a day,50%,64%,t,https://a0.muscache.com/im/pictures/user/User-12740574/original/0e0d93a4-fe48-4542-8fa2-fdd8e75dccb1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-12740574/original/0e0d93a4-fe48-4542-8fa2-fdd8e75dccb1.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Oslo kommune, Oslo, Norway",St. Hanshaugen,,59.935208412389926,10.72661941247892,Entire condo,Entire home/apt,6,1.0,1 bath,2.0,4.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""High chair - available upon request"", ""Essentials"", ""Body soap"", ""Freezer"", ""Long term stays allowed"", ""Free parking on premises"", ""Indoor fireplace: wood-burning"", ""Books and reading material"", ""Bosch refrigerator"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Bathtub"", ""32 inch HDTV with Amazon Prime Video, Netflix"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Crib - available upon request"", ""Hot water"", ""Coffee maker"", ""Wifi"", ""Hot water kettle"", ""Private patio or balcony"", ""Baking sheet"", ""Cleaning products"", ""Dryer"", ""Smoke alarm"", ""Dishwasher"", ""Hangers"", ""Central heating"", ""Microwave"", ""Host greets you"", ""Fireplace guards"", ""Skate ramp"", ""Oven"", ""Window guards"", ""Pets allowed"", ""Kitchen"", ""Induction stove"", ""Dining table"", ""Coffee""]","$2,000.00",1,365,1,1,365,365,1.0,365.0,,t,0,0,16,16,2024-09-28,9,9,0,2023-12-29,2024-03-25,5.0,4.89,5.0,4.89,4.89,4.78,4.89,,f,1,1,0,0,0.98
6988,1053003551842705298,https://www.airbnb.com/rooms/1053003551842705298,20240928012050,2024-09-28,previous scrape,Bygårdsleilighet med balkong,"Central and cozy old townhouse apartment on Torshov with balcony, living room, bedroom and separate kitchen. The apartment is 50 sqm, and has a lot of light input, practical solutions and plenty of room. It is redecorated in july 2023 Short distance to public transport, 1 minute to the tram and 5 minutes to the nearest subway. You will find both cozy coffee shops, restaurants and Storo big center nearby. There is one bedroom with a 180 cm wide double bed, and the possibility of a temporary double bed in the living room by 3 or 4 guests.","Bydel Sagene is known for its rich cultural life, many parks and nice areas.<br />Sagene district is known for its vibrant cultural scene, numerous parks, and beautiful areas.",https://a0.muscache.com/pictures/miso/Hosting-1053003551842705298/original/69941cc3-38c8-4381-b987-d2a61da4eb49.jpeg,348846077,https://www.airbnb.com/users/show/348846077,Josefine,2020-06-05,"Viken, Norway",,within a day,100%,44%,f,https://a0.muscache.com/im/pictures/user/b979dd48-f336-414e-8ca5-2265f0886d04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b979dd48-f336-414e-8ca5-2265f0886d04.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bydel Sagene, Oslo, Norway",Sagene,,59.94159726123018,10.775769983990648,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Wine glasses"", ""Radiant heating"", ""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Indoor fireplace"", ""Freezer"", ""Refrigerator"", ""First aid kit"", ""Books and reading material"", ""Fire pit"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Washer"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""Bluetooth sound system"", ""TV"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Private patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor dining area"", ""Cleaning products"", ""Fast wifi \u2013 68 Mbps"", ""Paid parking on premises"", ""Coffee maker: drip coffee maker, french press"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Microwave"", ""Host greets you"", ""Oven"", ""Kitchen"", ""Shared BBQ grill: wood-burning"", ""Shower gel"", ""Stove"", ""Coffee"", ""Shampoo""]",,2,14,2,2,14,14,2.0,14.0,,t,0,0,0,0,2024-09-28,3,3,0,2024-02-04,2024-05-10,4.33,4.67,4.67,4.67,5.0,4.67,4.33,,f,1,1,0,0,0.38
6991,1054109536247844170,https://www.airbnb.com/rooms/1054109536247844170,20240928012050,2024-09-28,city scrape,Stor leilighet på Vålerenga,"In this place, your family can stay close to everything, the location is central.",Kid-friendly neighborhood right by school and playground. No car traffic,https://a0.muscache.com/pictures/960d218d-be08-4a11-a0ce-cf6b5497e7c9.jpg,22535186,https://www.airbnb.com/users/show/22535186,Anne,2014-10-14,"Oslo, Norway",,within a day,50%,50%,f,https://a0.muscache.com/im/pictures/user/72ec91d0-fd13-40b2-b73f-393c277eca5c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72ec91d0-fd13-40b2-b73f-393c277eca5c.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Gamle Oslo, Oslo, Norway",Gamle Oslo,,59.90625600000001,10.7921469,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"[""TV"", ""Fire extinguisher"", ""Outdoor playground"", ""Wifi"", ""Game console"", ""Dishes and silverware"", ""Backyard"", ""Indoor fireplace"", ""Baby bath"", ""Kitchen"", ""Outdoor dining area"", ""Washer"", ""Refrigerator"", ""Dryer"", ""Smoke alarm"", ""Heating""]","$1,125.00",7,365,7,7,365,365,7.0,365.0,,t,29,59,89,242,2024-09-28,1,1,0,2024-07-24,2024-07-24,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,f,1,1,0,0,0.45
6994,1054940563499223890,https://www.airbnb.com/rooms/1054940563499223890,20240928012050,2024-09-28,city scrape,Sentralt på Torshov,"Spacious, bright and modern 2-bedroom apartment centrally located on Torshov is rented. Attractive location with short distance to Grunerløkka and the city centre, as well as Akerselva. <br /><br />- Well-equipped kitchen<br />- Screened location with no transparency<br />- Good public transport by tram, bus and airport bus<br />- Bathroom with washing machine<br />- Sunday open shop right beside",,https://a0.muscache.com/pictures/miso/Hosting-1054940563499223890/original/dcefd481-5725-40db-bbc4-0a85f5f022cb.jpeg,195837048,https://www.airbnb.com/users/show/195837048,Gina,2018-06-15,,,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/08e29a41-ab74-4607-b416-bf02bbbf4e39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08e29a41-ab74-4607-b416-bf02bbbf4e39.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Sagene,,59.932854139252726,10.763689197490518,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Electric stove"", ""Dishes and silverware"", ""Washer"", ""Drying rack for clothing"", ""Hot water"", ""TV"", ""Wifi"", ""Private patio or balcony"", ""Hair dryer"", ""Outdoor dining area"", ""Smoke alarm"", ""Dishwasher"", ""Paid street parking off premises"", ""Microwave"", ""Outdoor playground"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Dining table""]","$1,100.00",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,89,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
6995,1055530458103321935,https://www.airbnb.com/rooms/1055530458103321935,20240928012050,2024-09-28,city scrape,Lovely town-flat in central Oslo,"Enjoy a stylish experience at this centrally-located place. The apartment represent a classic Oslo apartment with its brick walls, high ceiling and fireplaces. The apartment is right next to Frognerparken, near the castle, Bogstadveien and many more known places in Oslo. It is also close to the tram, the metro (Majorstuen station) and several buses.",,https://a0.muscache.com/pictures/abffca67-b649-4c9e-ab16-e0d6c95fbfda.jpg,295601252,https://www.airbnb.com/users/show/295601252,Mathilde,2019-09-17,,,within a day,100%,95%,t,https://a0.muscache.com/im/pictures/user/User-295601252/original/2baf2a2a-7b1e-456c-b853-163004ab0c68.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-295601252/original/2baf2a2a-7b1e-456c-b853-163004ab0c68.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Frogner,,59.92594,10.71359,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Long term stays allowed"", ""Shared backyard"", ""Refrigerator"", ""Indoor fireplace: wood-burning"", ""First aid kit"", ""Books and reading material"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Single oven"", ""Central air conditioning"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Hot water"", ""Courtyard view"", ""Coffee maker"", ""Fast wifi \u2013 101 Mbps"", ""TV"", ""Hot water kettle"", ""Baking sheet"", ""Self check-in"", ""Housekeeping available 1 day a week - available at extra cost"", ""Cleaning products"", ""Single level home"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Private entrance"", ""Microwave"", ""Toaster"", ""Pets allowed"", ""Kitchen"", ""Other induction stove"", ""Extra pillows and blankets"", ""Dining table""]","$1,500.00",2,90,2,2,90,90,2.0,90.0,,t,1,4,4,6,2024-09-28,20,20,1,2024-02-26,2024-09-02,4.85,5.0,4.9,4.9,5.0,4.95,4.6,,f,1,1,0,0,2.78
7004,1055872907477308927,https://www.airbnb.com/rooms/1055872907477308927,20240928012050,2024-09-28,city scrape,Central & cozy Oslo apartment,,,https://a0.muscache.com/pictures/miso/Hosting-1055872907477308927/original/c104ad5f-c079-47a2-a2a4-fed3cc625616.jpeg,50535824,https://www.airbnb.com/users/show/50535824,Emilie,2015-12-04,"Oslo, Norway","Vi er to reiselystne musikk- og kaffeeentusiaster som har funnet vårt sted i IT-verdenen. Med erfaring fra kaffebransjen og nåværende jobber i hjemmekontor, har vi skapt et komfortabelt hjem som gjenspeiler våre interesser for mat, musikk, god drikke og reise!

Velkommen til vårt hjem!

Vennlig hilsen Tele og Emilie",within a day,100%,44%,f,https://a0.muscache.com/im/pictures/user/User-50535824/original/2c2ab546-fcf2-4b80-b1fd-d7717e8cdbf4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-50535824/original/2c2ab546-fcf2-4b80-b1fd-d7717e8cdbf4.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Gamle Oslo,,59.91244338937747,10.790232537991812,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Patio or balcony"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Blender"", ""Body soap"", ""Indoor fireplace"", ""Outdoor furniture"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Bikes"", ""Record player"", ""Dishes and silverware"", ""Shampoo"", ""Lockbox"", ""BBQ grill"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""TV"", ""Wifi"", ""Hair dryer"", ""Baking sheet"", ""Housekeeping - available at extra cost"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Toaster"", ""Outdoor playground"", ""Oven"", ""Backyard"", ""Pets allowed"", ""Kitchen"", ""Portable fans"", ""Extra pillows and blankets"", ""Stove"", ""Sound system"", ""Dining table"", ""Coffee"", ""Garden view""]","$1,400.00",1,365,1,2,365,365,1.0,365.0,,t,5,11,24,256,2024-09-28,3,3,0,2024-03-11,2024-08-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.45
7005,1055961954760669370,https://www.airbnb.com/rooms/1055961954760669370,20240928012050,2024-09-28,previous scrape,Ny og stilren leilighet på Ensjø,Apartment on Ensjø near the subway and bus or walk to the city center. Right at charming Kampen with cafes and city life. 3rd floor apartment with views over town and elevator. Possibility to borrow parking space in garage,,https://a0.muscache.com/pictures/miso/Hosting-854048771245843973/original/7aedf5be-4f88-4cad-8a39-dbe12754dd93.jpeg,13666531,https://www.airbnb.com/users/show/13666531,Mari,2014-03-29,"Oslo, Norway","I am a 31 year old girl living in Oslo, Norway with my boyfriend Mattis and our little boy Sivert. I work as an environmental geologist. Love to travel and visit new places :)",within a day,100%,57%,f,https://a0.muscache.com/im/pictures/user/caf86d6e-9a4b-4624-9a3a-315143a9fc7f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/caf86d6e-9a4b-4624-9a3a-315143a9fc7f.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Gamle Oslo,,59.9149,10.79493,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Patio or balcony"", ""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Body soap"", ""Long term stays allowed"", ""Free parking on premises"", ""Refrigerator"", ""Paid parking off premises"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""TV"", ""Wifi"", ""Baking sheet"", ""Baby bath"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Outdoor playground"", ""Oven"", ""Backyard"", ""Kitchen"", ""Changing table"", ""High chair"", ""Outdoor furniture"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]",,4,30,4,4,30,30,4.0,30.0,,t,0,0,0,0,2024-09-28,0,0,0,,,,,,,,,,,f,2,2,0,0,
7006,1056339358544959415,https://www.airbnb.com/rooms/1056339358544959415,20240928012050,2024-09-28,city scrape,Central penthouse app. w/balcony,"Top floor apartment close to Oslo Central Station with outstanding views of the city and Barcode. Short distance to everything in the city centre. Large balcony, and windows that let in a lot of light. It is high under the roof and the apartment is open and bright. In the middle of a trendy and multicultural area with lots of restaurants and cafe a stone's throw away from the apartment.",,https://a0.muscache.com/pictures/miso/Hosting-1056339358544959415/original/3d0826cb-73dd-43a0-bb28-232227b49466.jpeg,156421214,https://www.airbnb.com/users/show/156421214,Ninni,2017-10-27,"Akershus, Norway",Student,within a day,50%,50%,f,https://a0.muscache.com/im/pictures/user/User-156421214/original/8271d8a5-0448-449d-a451-747bf09cc155.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-156421214/original/8271d8a5-0448-449d-a451-747bf09cc155.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Gamle Oslo,,59.91414,10.76378,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Smoke alarm""]","$1,600.00",4,365,4,4,365,365,4.0,365.0,,t,27,57,87,177,2024-09-28,5,5,0,2023-12-30,2024-01-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.55
7014,1057766651384653250,https://www.airbnb.com/rooms/1057766651384653250,20240928012050,2024-09-28,previous scrape,Bo sentralt på Majorstuen,"Welcome to Majorstuen, Oslo!<br /><br />Experience the best of Oslo from a charming apartment at the heart of Majorstuen! This neighborhood is a favorite with locals and visitors thanks to its perfect combination of city life and cozy, green spaces. Simple and peaceful accommodation, which is centrally located.","Majorstuen is a lifestyle paradise for those who love shopping, culture, and food. Bogstadveien, one of Oslo's most famous shopping streets, is just a stone trow away. Here you will find everything from trendy boutiques to cozy cafés and international restaurants.<br /><br />For nature and cultural lovers, Vigelandsparken, with its impressive sculptures and beautiful landscapes, is a short walk away. Majorstuen is also known for its proximity to several of the city's best museums and galleries, which makes it a perfect place for those who want to experience the cultural side of Oslo.",https://a0.muscache.com/pictures/hosting/Hosting-1057766651384653250/original/dbf6ad01-2cdf-488a-946f-3e42f48bd143.jpeg,180470212,https://www.airbnb.com/users/show/180470212,Marie,2018-03-25,"Oslo, Norway",,within a day,100%,67%,f,https://a0.muscache.com/im/pictures/user/User-180470212/original/c4a0d5da-bb65-443e-be5d-b218806fd087.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-180470212/original/c4a0d5da-bb65-443e-be5d-b218806fd087.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Majorstuen, Oslo, Norway",Frogner,,59.93320525132098,10.717307098332384,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Refrigerator"", ""Smoke alarm"", ""Board games""]",,5,365,5,5,365,365,5.0,365.0,,t,0,0,0,0,2024-09-28,3,3,0,2024-03-09,2024-07-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.44
7018,1057950754964356805,https://www.airbnb.com/rooms/1057950754964356805,20240928012050,2024-09-28,city scrape,"Bright, modern and central","Our apartment on consist of a spacious and bright living room & dining area, a fully equippped kitchen, two small bedrooms with wardobes,  one bathroom and a 17m2 terrace - perfect for warm summer days. The building was new in 2013 and has modern amineties such as an elevator and garage parking. <br /><br />Here you will have a perfect base to explore the city of Oslo - with walking distance the Opera house and Munch museum, and Oslo central station is only less than 15 minutes byfoot away.",,https://a0.muscache.com/pictures/miso/Hosting-1057950754964356805/original/704e39e9-2b4d-437c-a977-b60c51720439.png,511991512,https://www.airbnb.com/users/show/511991512,Minh,2023-04-27,"Oslo, Norway",,within a day,78%,71%,f,https://a0.muscache.com/im/pictures/user/d2fb4999-710f-4f84-913f-791825748c85.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d2fb4999-710f-4f84-913f-791825748c85.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Gamle Oslo,,59.90376,10.75577,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Beach access \u2013 Beachfront"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Kitchen"", ""Outdoor dining area"", ""Paid parking on premises"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises"", ""Smoke alarm""]","$2,586.00",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,269,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
