,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
207,5696767,https://www.airbnb.com/rooms/5696767,20240928012050,2024-09-28,city scrape,Convenient and central in Oslo,Welcome to Oslo! I am happy to help you discover everything the city has to offer. From my apartment you can reach everywhere in the city in practically no time.,Mini Sushi across the street is good for a healthy and tasty take-away dinner if you are looking for something healthy made with fresh ingredients.,https://a0.muscache.com/pictures/airflow/Hosting-5696767/original/f1ca0e11-bee0-4890-9641-1c1148ae3148.jpg,7359201,https://www.airbnb.com/users/show/7359201,Christoffer,2013-07-08,"Oslo, Norway","Christoffer from Norway, living in Oslo and working all over the world. On airbnb to find accommodation for leisure travels. Back on AirBNB as a host also, after renting out my Oslo apartment on a more permanent basis for some years. ",within an hour,100%,97%,t,https://a0.muscache.com/im/users/7359201/profile_pic/1373314825/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7359201/profile_pic/1373314825/original.jpg?aki_policy=profile_x_medium,Grünerløkka,1,1,"['email', 'phone']",t,t,"Oslo, Norway",Grünerløkka,,59.92642,10.77586,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Body soap"", ""Shared backyard"", ""Refrigerator"", ""First aid kit"", ""TV with standard cable"", ""Fire extinguisher"", ""Dishes and silverware"", ""Bathtub"", ""Iron"", ""Hot water"", ""Conditioner"", ""Free dryer \u2013 In building"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Private patio or balcony"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Paid street parking off premises"", ""Microwave"", ""Toaster"", ""Private hot tub"", ""Shower gel"", ""Oven"", ""Pets allowed"", ""Kitchen"", ""Free washer \u2013 In building"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Shampoo""]","$1,714.00",3,1125,3,3,1125,1125,3.0,1125.0,,t,15,41,62,152,2024-09-28,113,20,2,2015-04-14,2024-09-22,4.91,4.99,4.93,4.95,5.0,4.72,4.89,,t,1,1,0,0,0.98
250,6896471,https://www.airbnb.com/rooms/6896471,20240928012050,2024-09-28,city scrape,Leilighet i Oslo sentrum,"Centrally located apartment, midway between Grønland police station and Tøyen subway. <br /><br />5 min walk to Tøyen metro. <br />9 minutes walk to Grønland metro. <br />15 min walk to Oslo S. <br /><br />Short distance to cafes and restaurants at Tøyen Torg and Grønland, as well as the Botanical Garden, Tøyenparken, Sørenga, Bjørvika and Grünerløkka. Fully equipped and well-maintained apartment.<br /><br />I offer coffee, tea and chocolate.<br /><br />Minibar:<br />Here you will find toothbrushes, toothpaste, beer, wine and more.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Njg5NjQ3MQ%3D%3D/original/31fdb731-5ed8-4624-aacb-555e41d1d427.jpeg,36137058,https://www.airbnb.com/users/show/36137058,Joakim Lund,2015-06-18,"Oslo, Norway",,within an hour,100%,100%,f,https://a0.muscache.com/im/users/36137058/profile_pic/1434646844/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36137058/profile_pic/1434646844/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Gamle Oslo,,59.91225590000001,10.7704717,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Standalone high chair - always at the listing"", ""Elevator"", ""Smart lock"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Stainless steel oven"", ""Iron"", ""Hot water"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Self check-in"", ""Pocket wifi"", ""Cleaning products"", ""55 inch HDTV with Amazon Prime Video, Disney+, Netflix, HBO Max"", ""Housekeeping available from 11:00 AM to 3:00 PM"", ""Dryer"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Private entrance"", ""Paid street parking off premises"", ""Clothing storage: closet"", ""Microwave"", ""Shower gel"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Other stainless steel induction stove"", ""Portable fans"", ""Fast wifi \u2013 436 Mbps"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Dining table"", ""Coffee"", ""Shampoo""]",$969.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,14,26,51,278,2024-09-28,26,26,10,2024-06-28,2024-09-17,4.77,4.81,4.77,4.69,5.0,4.62,4.69,,t,1,1,0,0,8.39
295,8226153,https://www.airbnb.com/rooms/8226153,20240928012050,2024-09-28,city scrape,Torggata Apartments Urban Loft,Very nice and exquisite loft apartment. Very centrally situated with short walking distance to everything Oslo has to offer. Fully furnished.,The neighborhood is urban and within close proximity to everything Oslo has to offer.,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODIyNjE1Mw%3D%3D/original/bbeb36ac-d8eb-4b5d-b17a-1bfc09ddaf23.jpeg,43377571,https://www.airbnb.com/users/show/43377571,Murat,2015-09-04,"Oslo, Norway",,within an hour,100%,99%,f,https://a0.muscache.com/im/users/43377571/profile_pic/1441407456/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43377571/profile_pic/1441407456/original.jpg?aki_policy=profile_x_medium,Grünerløkka,3,4,"['email', 'phone']",t,t,"Oslo, Norway",St. Hanshaugen,,59.91699,10.75491,Entire loft,Entire home/apt,4,1.0,1 bath,0.0,3.0,"[""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Washer"", ""Shared patio or balcony"", ""Hot water"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Self check-in"", ""Cleaning products"", ""Smoke alarm"", ""Heating"", ""Mini fridge"", ""Kitchen"", ""Keypad"", ""Ethernet connection"", ""Private entrance"", ""Shampoo""]",$870.00,2,365,2,2,1125,1125,2.0,1125.0,,t,23,51,79,354,2024-09-28,1,1,0,2024-05-18,2024-05-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,3,3,0,0,0.22
297,8266700,https://www.airbnb.com/rooms/8266700,20240928012050,2024-09-28,city scrape,3 Bedroom apt. in central Oslo!,"The perfect choice for couples bigger families or friends; this apartment (70 sqm) have three separate bedrooms with 3 beds (180cm*200cm, and 2 times 120cm*200cm), a bathroom and a joint living room and kitchen. 6 floor, and have a private balcony.","Located in a new and exciting part of the city, I offer you a temporary home for you who request freedom as well as comfort. <br />Enjoy the urban city environment from a new, modern and central apartment in an area that is becoming one of the most attractive parts of the city, within short distance from attractions such as the Opera house.",https://a0.muscache.com/pictures/96839a4f-ecdb-4d27-a6da-9335af006ecc.jpg,43587043,https://www.airbnb.com/users/show/43587043,Lars,2015-09-07,"Oslo, Norway",,within an hour,100%,100%,f,https://a0.muscache.com/im/users/43587043/profile_pic/1441639794/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43587043/profile_pic/1441639794/original.jpg?aki_policy=profile_x_medium,Gamle Oslo,2,2,"['email', 'phone']",t,t,"Oslo, Norway",Gamle Oslo,,59.9103,10.76345,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Essentials"", ""Long term stays allowed"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Washer"", ""Iron"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Hair dryer"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Dryer"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Kitchen"", ""Shampoo""]","$3,210.00",4,1125,3,4,1125,1125,3.7,1125.0,,t,30,55,83,358,2024-09-28,121,12,0,2016-01-18,2024-08-22,4.73,4.85,4.58,4.97,4.93,4.74,4.67,,t,1,1,0,0,1.14
307,8687040,https://www.airbnb.com/rooms/8687040,20240928012050,2024-09-28,city scrape,Spacious apartment in calm area,"A spacious 2-room apartment in a calm yet central area. Bus and tram are just 1-2 mins away, or you can enjoy a relaxing walk along the river. The apartment has access to a delightful (common) roof terrace to enjoy sunny afternoons as well.",,https://a0.muscache.com/pictures/miso/Hosting-8687040/original/bf73a516-7b0a-40ae-9c87-8e63026e0b95.jpeg,19286053,https://www.airbnb.com/users/show/19286053,Andreas Arnfinn,2015-07-17,"Oslo, Norway",Father of three turned old and boring.,within a few hours,100%,86%,f,https://a0.muscache.com/im/pictures/user/d83b46e4-0db8-4421-91b7-1e65fd454e62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d83b46e4-0db8-4421-91b7-1e65fd454e62.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Sagene,,59.92960992146806,10.753125122753898,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Pets allowed"", ""Indoor fireplace"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Smoke alarm""]",$700.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,77,2024-09-28,4,4,0,2024-05-19,2024-07-31,4.75,4.5,4.75,4.75,4.5,4.5,4.75,,t,2,2,0,0,0.9
320,9274350,https://www.airbnb.com/rooms/9274350,20240928012050,2024-09-28,city scrape,Lovely 100sqf room at citycenter with public trans,"Lovely 100 sqm apartment located in Grunerløkka in a vibrant, quiet area close to everything the city has to offer! Access to all public transport at door step.<br />Enjoy the best of both worlds - food, nightlife steps away with the attractions around the corner. The apartment is centrally located.","Centrally located in the heart of Grunerløkka. The famous valkun area popular for eating joints and restaurants is 4 mins walk. Birkelunden park, sofienburg park. ringens park, botanical garden are in 5 - 10 mins walk. Musical pubs and museums are nearby.  <br /><br />Grunerløkka is happening but a peaceful place having all sort of shops, restaurants and pubs.  Public transport is fantastic in this area an right below our door step.",https://a0.muscache.com/pictures/266b355b-98df-4d01-b52e-b724fdf9dfa4.jpg,47276241,https://www.airbnb.com/users/show/47276241,Sachin,2015-10-23,"Oslo, Norway","Hey there! my name is Sachin. I am a data analyst and software engineer, living in Oslo in my privately owned apartment at city center. I wish to have an opportunity to host you in my cozy apartment. 

Thank you",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1d5477fb-1a4f-4e92-8d1c-2564647de7cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1d5477fb-1a4f-4e92-8d1c-2564647de7cb.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Oslo, Norway",Grünerløkka,,59.92173,10.75933,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Long term stays allowed"", ""Dedicated workspace"", ""Lake access"", ""First aid kit"", ""Books and reading material"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Paid washer"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Paid street parking off premises"", ""Host greets you"", ""Lock on bedroom door"", ""Window guards"", ""High chair"", ""Shower gel"", ""Shampoo""]",$531.00,1,365,1,1,1125,1125,1.0,1125.0,,t,13,43,73,73,2024-09-28,486,53,6,2015-11-14,2024-09-08,4.57,4.7,4.52,4.82,4.88,4.82,4.54,,t,1,0,1,0,4.5
336,10131499,https://www.airbnb.com/rooms/10131499,20240928012050,2024-09-28,city scrape,Apartment in modern building,"One sleeping room and living room with kitchen completely furnished. Ideal position in quiet residential area, surrounded by hills and woods. Just a 20 minutes bus or metro ride from Oslo downtown. Also night bus during the night.",Residential area 20 minuts from centre with public transportation. Supermarket and food shops just downstairs.,https://a0.muscache.com/pictures/e27c1ec3-7bed-416b-a989-ab5a81b12300.jpg,9497966,https://www.airbnb.com/users/show/9497966,Giorgio,2013-10-18,"Oslo, Norway",,,,100%,f,https://a0.muscache.com/im/users/9497966/profile_pic/1382095001/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9497966/profile_pic/1382095001/original.jpg?aki_policy=profile_x_medium,Østensjø,1,1,"['email', 'phone', 'work_email']",t,t,"Oslo, Norway",Østensjø,,59.86919,10.83628,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Essentials"", ""Free street parking"", ""Long term stays allowed"", ""Free parking on premises"", ""First aid kit"", ""Elevator"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Wifi"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Pets allowed"", ""Kitchen"", ""Shampoo""]","$1,329.00",3,30,3,3,1125,1125,3.0,1125.0,,t,26,51,81,316,2024-09-28,35,1,0,2016-06-02,2024-06-30,4.91,4.97,4.83,5.0,5.0,4.94,4.91,,t,1,1,0,0,0.35
345,10461999,https://www.airbnb.com/rooms/10461999,20240928012050,2024-09-28,city scrape,dette stedet er ikke tilgjengelig da der er solgt,This place has now been sold - so this apartment is no longer possible to rent unfortunatelly.,"It's on the eastside of downtown Oslo, multicultural, lots of cheap places to eat nearby, exotic with foreign smells and spices on every corner.",https://a0.muscache.com/pictures/303cd97c-1d37-48e3-8c15-a0df18397c12.jpg,53908294,https://www.airbnb.com/users/show/53908294,John,2016-01-09,"Trondheim, Norway","I like people, traveling, wine, food  and sports",,,50%,f,https://a0.muscache.com/im/pictures/user/7d5a21c9-a4b0-4180-a4a0-abeb3b4bcd6a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d5a21c9-a4b0-4180-a4a0-abeb3b4bcd6a.jpg?aki_policy=profile_x_medium,Gamle Oslo,1,1,"['email', 'phone']",t,t,"Oslo, Norway",Grünerløkka,,59.91409,10.75882,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Smoke alarm"", ""Elevator"", ""Heating""]",$622.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,4,279,2024-09-28,234,0,0,2016-02-14,2020-01-03,4.59,4.71,4.7,4.67,4.82,4.81,4.72,,t,1,0,1,0,2.23
356,10785285,https://www.airbnb.com/rooms/10785285,20240928012050,2024-09-28,city scrape,Big room close to city center,"Big room in stylish apartment close to the city center.<br /><br />Get to the center of Oslo in only 10 minutes by buss, tram or metro. <br /><br />The buss to Vigeland Park leaves right outside the door.<br /><br />Many parks near by, incl botanical gardens.",,https://a0.muscache.com/pictures/9869dc7f-6d18-47f0-9204-79c80b770c1b.jpg,22126029,https://www.airbnb.com/users/show/22126029,Jofrid,2014-10-04,"Oslo, Norway","I am a person who loves to travel,specially to Asia. I have lived in Japan,Canada and in Israel. I love cooking and  going out to concerts and restaurants with 
friends.  I like to meet new people and I`m looking forward to having you as my guest.                                                                                                                                                                                                                                                                                                                                                                                    
",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/9a67def9-4699-460c-b72f-534385126d50.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9a67def9-4699-460c-b72f-534385126d50.jpg?aki_policy=profile_x_medium,Grünerløkka,2,2,"['email', 'phone']",t,t,,Grünerløkka,,59.92033,10.77437,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Coffee maker"", ""Fire extinguisher"", ""Wifi"", ""Hair dryer"", ""Dishes and silverware"", ""Essentials"", ""Kitchen"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""First aid kit"", ""Smoke alarm"", ""Heating""]",$700.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,11,37,58,304,2024-09-28,38,0,0,2016-05-01,2023-09-17,4.87,4.87,4.84,4.79,4.92,4.89,4.95,,t,2,0,2,0,0.37
376,11597824,https://www.airbnb.com/rooms/11597824,20240928012050,2024-09-28,city scrape,"Vika I, As Home","Cozy, well-equipped, nice furnished and well maintained with all you normally need when you are away for a few days whether it’s business or holiday. I have tried to make the apartment both cozy, practical and comfortable, so you will feel as much as home as possible.<br /><br />TV in both living room and main bedroom, home office in guest room w/equipment’s for your computer, much high-quality utensils, washing machine, dryer, dishwasher, iron and ironing board etc.",The apartment is situated in a cozy and quiet area only 5 min walk to both Oslos Main Street Karl Johan and the harbor area Aker Brygge and Tjuvholmen.,https://a0.muscache.com/pictures/84bde4e5-5103-4441-abe3-1042a5439170.jpg,61362055,https://www.airbnb.com/users/show/61362055,Jarle M.,2016-03-03,"Oslo, Norway",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d7e15b3e-bd38-440c-85a4-318465cd963b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7e15b3e-bd38-440c-85a4-318465cd963b.jpg?aki_policy=profile_x_medium,Frogner,6,6,"['email', 'phone', 'work_email']",t,t,"Oslo, Norway",Frogner,,59.91301,10.71967,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Crib"", ""Wifi"", ""Hair dryer"", ""Self check-in"", ""Pocket wifi"", ""Paid parking on premises"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""45 inch TV with Apple TV, standard cable"", ""Microwave"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""High chair"", ""Resort access"", ""Private entrance"", ""Shampoo""]","$1,899.00",3,365,1,3,365,365,2.9,365.0,,t,14,29,44,200,2024-09-28,67,2,0,2016-05-26,2023-11-03,4.82,4.88,4.75,4.78,4.81,4.93,4.78,,t,5,5,0,0,0.66
